ST	penA	mtrR	porB	ponA	gyrA	parC	23S
4500	34.007	274	11	100	7	4	2
4501	60.001	5	8	1	34	93	100
4502	60.001	25	9	1	34	93	100
4503	60.001	69	8	1	7	53	2
4504	60.001	69	8	1	7	53	100
4505	60.001	69	8	1	34	93	100
4506	60.001	69	9	1	7	53	100
4507	60.001	69	11	1	7	53	100
4508	60.001	517	8	1	7	3	100
4509	231.001	5	12	1	7	3	100
4510	232.001	33	8	1	2	5	100
4511	15.002	122	100	100	100	100	100
4512	2.002	216	100	100	7	4	100
4538	2.062	39	1	100	100	100	100
4513	22.017	515	100	100	100	7	100
4514	19.001	40	13	100	7	4	6
4539	227.001	122	3	1	7	3	100
4515	163.001	18	45	1	1	3	100
4516	2.001	513	11	100	7	4	100
4540	15.001	142	100	100	100	2	6
4517	2.002	511	100	100	7	4	100
4518	14.024	130	3	100	100	2	100
4541	13.001	19	13	1	7	9	100
4519	2.008	261	13	1	7	1	100
4520	2.002	54	14	100	1	3	100
4542	200.001	89	3	100	7	4	100
4521	15.001	142	100	100	100	2	73
4522	2.001	39	11	100	7	4	72
4543	5.002	40	1	1	7	3	2
4523	19.001	5	100	100	7	15	100
4544	43.002	122	14	100	7	6	100
4579	2.001	122	100	100	100	100	100
4580	2.001	1	1	1	1	45	100
4581	5.002	39	1	1	7	3	100
4582	14.001	18	100	100	7	15	100
4583	2.002	60	100	100	100	1	100
4584	9.001	1	12	1	7	22	100
4585	2.001	513	100	100	7	4	100
4586	228.001	15	100	100	100	7	100
4587	14.001	130	14	100	100	2	100
4588	14.023	10	100	100	21	26	100
4589	19.001	38	48	1	7	26	100
4590	15.001	62	100	100	100	2	74
4591	2.001	1	11	1	100	2	100
4592	5.002	22	8	1	34	93	100
4593	15.011	142	100	100	100	2	100
4594	67.004	40	3	100	7	3	100
4595	2.001	506	3	100	7	4	100
4596	5.002	122	12	1	7	3	100
4597	2.002	9	100	100	100	100	100
4598	2.002	54	13	100	1	3	100
4599	229.001	33	37	1	2	5	100
4600	2.001	9	3	100	100	6	100
4601	43.002	9	1	100	7	6	100
4602	10.001	25	12	1	7	5	100
4603	2.002	139	3	1	7	3	100
4604	2.001	9	1	100	100	6	100
4605	2.001	1	1	1	14	2	100
4606	2.001	506	11	100	7	4	100
4607	19.001	54	13	1	7	22	100
4608	34.007	284	100	100	7	4	100
4609	43.002	122	100	100	7	100	100
4610	12.001	10	21	1	100	7	100
4611	2.001	1	8	100	100	100	100
4612	5.017	40	1	1	7	3	100
4613	2.001	39	11	100	1	3	58
4614	14.001	10	100	1	1	22	100
4615	44.001	16	100	1	1	10	12
4616	13.001	19	1	1	7	24	100
4617	2.001	9	4	100	100	1	100
4618	2.061	39	100	100	100	100	100
4619	15.001	508	100	100	100	2	100
4620	230.001	69	100	1	1	3	100
4621	34.007	305	3	100	7	4	100
4622	12.001	124	100	100	7	4	6
4623	2.001	505	1	1	100	2	100
4628	2.001	9	14	100	7	3	100
4629	2.002	174	14	100	1	84	100
4630	2.002	252	19	100	7	4	6
4631	2.008	131	13	1	2	20	100
4632	14.001	58	14	100	7	20	100
4633	19.001	10	100	1	7	55	100
4634	19.001	89	14	100	1	20	100
4663	236.001	1	1	1	100	2	100
4664	14.001	15	1	100	100	1	6
4666	14.002	442	6	100	100	7	6
4667	2.001	5	14	1	100	2	100
4668	14.001	512	3	100	100	7	100
4669	166.001	40	100	100	7	26	100
4665	34.001	10	1	1	1	3	100
4670	14.001	473	13	1	7	22	100
4671	14.001	497	100	100	1	22	100
4672	14.022	495	13	100	1	22	100
4673	14.001	460	100	100	1	80	100
4674	14.001	503	100	1	1	49	100
4675	14.001	462	3	100	1	22	100
4676	11.001	10	100	1	1	49	100
4677	19.001	135	12	1	7	55	100
4678	14.001	76	13	1	7	103	100
4679	14.001	10	100	1	7	22	100
4680	159.001	332	3	1	1	49	100
4681	9.001	336	13	1	7	7	100
4682	2.002	18	100	100	1	10	100
4683	14.001	54	100	1	7	22	100
4684	2.001	25	100	1	1	22	100
4685	14.001	10	100	100	2	10	100
4686	2.001	54	13	100	1	3	100
4687	2.002	18	100	1	1	10	100
4688	14.001	18	3	1	1	22	100
4689	14.001	57	100	1	7	49	100
4690	22.001	54	100	1	1	49	100
4691	159.001	10	3	1	1	22	100
4692	14.001	10	3	1	7	7	100
4693	9.001	10	19	1	7	49	100
4694	2.001	5	100	100	1	49	100
4695	14.001	18	100	1	100	2	100
4696	14.001	57	19	100	1	22	100
4697	2.001	57	14	100	1	22	100
4698	14.001	57	14	100	1	49	100
4699	14.001	57	13	100	1	22	100
4700	159.001	10	14	1	1	22	100
4701	2.001	5	14	100	1	22	100
4702	22.001	76	100	1	14	2	100
4703	14.001	10	100	100	7	7	100
4704	14.001	18	100	100	1	2	100
4705	159.001	163	3	1	1	22	100
4706	14.001	10	14	1	7	22	100
4707	2.001	5	13	100	1	49	100
4708	14.001	1	13	100	1	22	100
4709	14.001	54	14	100	7	22	100
4710	2.001	135	8	100	1	4	100
4711	2.001	5	100	1	1	4	100
4712	2.002	54	3	100	1	3	100
4713	2.001	5	13	100	1	10	100
4714	22.001	163	100	1	1	49	100
4715	2.002	10	100	100	1	80	100
4716	9.001	10	13	1	1	55	100
4717	14.001	10	61	100	2	10	100
4718	22.001	10	100	1	1	49	100
4719	2.001	39	11	100	61	100	1
4720	12.001	35	8	1	2	49	100
4721	14.001	10	19	100	1	22	100
4722	14.001	18	13	1	7	22	100
4723	14.001	69	100	100	1	22	100
4724	2.001	293	100	100	1	22	100
4725	2.001	25	14	1	1	22	100
4726	22.001	10	100	1	7	49	100
4727	19.001	279	100	1	7	15	100
4728	2.001	171	13	100	1	90	100
4729	19.001	135	3	1	7	55	100
4730	14.001	57	14	100	1	22	100
4731	2.001	163	14	100	1	22	100
4732	2.002	135	37	100	1	3	100
4733	14.001	10	13	100	7	22	100
4734	14.001	332	100	1	1	49	100
4735	14.001	277	13	100	1	4	100
4736	14.001	10	13	1	1	22	100
4737	2.002	10	100	100	1	49	100
4738	2.002	163	3	100	7	22	100
4739	2.001	10	100	100	7	22	100
4740	14.001	65	13	100	1	22	100
4741	2.002	18	13	1	7	4	100
4742	14.001	57	3	100	1	22	100
4743	14.001	10	14	1	1	22	100
4744	22.001	69	42	1	1	49	100
4745	14.015	10	14	100	1	22	100
4746	9.001	69	14	1	1	22	100
4747	14.001	5	14	100	1	10	100
4748	14.001	57	100	1	7	22	100
4749	159.001	332	3	1	1	22	100
4750	2.001	163	19	100	1	22	100
4751	2.002	18	13	1	2	10	100
4752	2.001	100	100	1	10	100	100
4753	2.002	18	13	1	1	4	100
4754	2.001	57	3	100	1	22	100
4755	14.001	10	13	100	1	22	100
4756	14.001	10	13	1	7	103	100
4757	9.001	10	100	100	7	103	100
4758	2.002	18	100	1	1	4	100
4759	2.001	163	3	100	1	22	100
4760	14.001	332	3	1	1	49	100
4761	19.001	1	100	1	1	49	100
4762	14.001	10	14	1	1	49	100
4763	2.001	10	3	100	1	22	100
4764	14.001	163	14	100	7	49	100
4765	2.002	10	42	100	1	22	100
4766	2.001	457	13	100	1	22	100
4767	2.001	10	14	100	7	22	100
4768	9.001	10	14	1	7	49	100
4769	159.001	332	14	1	1	22	100
4770	14.001	10	100	100	1	49	100
4771	14.001	465	14	100	1	22	100
4772	2.002	463	100	1	1	4	100
4773	14.02	10	100	100	7	22	100
4774	204.001	10	3	1	7	22	100
4775	9.001	10	100	1	7	174	100
4776	14.001	10	13	1	7	174	100
4777	19.001	467	100	1	7	15	100
4778	14.02	10	13	100	7	22	100
4779	9.001	10	100	1	7	172	100
4780	14.001	461	100	100	1	22	2
4781	14.001	10	100	1	7	174	100
4782	14.02	10	100	100	1	22	100
4783	14.02	75	3	100	7	22	100
4784	2.002	467	100	100	1	22	100
4785	2.002	475	100	1	7	7	100
4786	19.001	476	100	1	1	49	100
4787	14.001	461	13	1	7	22	100
4788	2.001	479	100	100	1	22	100
4789	22.001	476	13	1	1	49	100
4790	14.001	459	13	1	7	7	100
4791	14.001	458	100	1	1	22	100
4792	14.001	480	13	1	7	22	100
4793	14.02	466	100	100	7	22	100
4794	19.001	493	13	1	1	49	100
4795	2.002	491	100	100	1	22	100
4796	14.001	472	100	100	7	22	100
4797	14.021	10	14	1	1	49	100
4798	221.001	332	3	1	1	22	100
4799	2.058	18	100	1	1	10	100
4800	14.001	10	100	100	1	22	69
4801	14.001	10	100	100	1	22	70
4802	2.002	486	100	100	7	22	100
4803	14.001	494	13	100	1	22	100
4804	2.057	10	14	100	1	22	100
4805	14.001	460	100	100	1	22	100
4806	2.002	487	100	1	1	10	100
4807	14.001	499	14	100	1	22	100
4808	14.001	503	3	1	1	49	100
4809	14.001	503	14	1	1	49	100
4810	2.001	466	100	100	7	22	100
4811	14.001	10	100	1	1	49	65
4812	222.001	332	3	1	1	22	100
4813	14.001	468	19	100	7	49	100
4814	14.001	474	100	100	1	22	100
4815	14.001	10	100	100	1	49	65
4816	19.001	493	100	1	1	49	100
4817	22.001	469	100	1	1	49	100
4818	14.001	504	3	1	1	49	100
4819	2.001	10	1	1	100	2	100
4820	5.002	15	1	100	100	7	6
4821	14.001	10	6	100	100	1	100
4822	43.002	521	100	100	7	6	100
4823	19.001	40	1	1	7	3	100
4824	2.001	5	100	100	1	10	100
4825	2.001	10	100	100	1	22	100
4826	9.001	10	100	1	7	49	100
4827	2.001	25	14	1	1	4	100
4828	9.001	163	100	1	1	22	100
4829	14.001	54	100	100	1	22	100
4830	22.001	116	100	1	7	49	100
4831	2.002	18	13	1	1	9	100
4832	238.001	18	14	1	1	3	100
4833	19.001	47	14	1	7	180	100
4834	14.001	99	100	100	100	7	100
4835	14.001	10	3	100	1	18	100
4836	10.001	142	1	1	7	2	100
4837	237.001	1	8	1	7	3	100
4838	5.002	19	1	1	7	3	100
4839	240.001	15	1	100	100	7	6
4840	34.001	9	1	100	7	26	100
4841	241.001	33	100	1	2	5	100
4842	34.007	40	3	100	7	4	100
4843	34.007	122	1	1	7	3	100
4844	34.001	432	1	100	7	3	100
4845	34.007	522	1	100	7	4	100
4846	166.002	523	1	100	7	6	100
4847	242.001	40	1	1	7	3	100
4848	243.001	39	1	100	1	90	1
4849	34.001	435	14	1	1	7	100
4850	17.001	222	14	1	7	3	100
4851	5.002	1	49	1	7	3	100
4852	10.001	69	8	1	7	3	100
4853	92.001	1	8	1	7	23	100
4854	121.001	1	4	1	7	3	100
4855	5.002	1	8	1	7	105	100
4856	5.004	1	8	1	7	3	100
4857	5.002	1	13	1	1	172	100
4858	5.002	1	8	1	7	172	2
4859	60.001	174	100	100	7	20	100
4860	12.001	10	100	1	1	22	100
4861	9.001	10	100	100	1	49	100
4862	10.001	1	100	1	7	3	100
4863	10.001	1	11	1	7	3	100
4864	10.001	38	8	1	7	26	100
4865	10.001	1	17	1	1	3	100
4866	2.001	205	13	100	1	78	100
4867	2.002	89	54	100	7	59	100
4868	10.001	38	17	1	7	26	100
4869	10.001	10	12	1	7	26	12
4870	10.001	122	1	100	7	6	100
4871	10.001	38	100	1	100	26	100
4872	120.001	1	11	1	7	3	2
4873	10.001	38	100	1	7	24	100
4874	10.001	38	100	1	7	26	12
4875	43.002	122	100	100	7	1	100
4876	2.002	9	13	100	7	4	100
4877	10.001	38	12	1	7	26	12
4878	60.001	1	100	1	7	3	100
4879	5.002	19	65	1	1	3	100
4880	2.001	38	100	100	100	100	100
4881	11.001	54	100	100	1	22	100
4882	10.001	38	8	1	7	26	12
4883	2.002	10	13	100	7	3	100
4884	2.014	10	14	100	7	20	100
4885	13.001	1	46	1	1	3	100
4886	19.001	368	13	100	7	26	100
4887	12.001	54	12	1	34	4	100
4888	70.001	54	14	100	3	100	100
4889	10.001	486	100	1	7	26	12
4890	2.002	133	100	100	7	4	100
4891	5.002	1	100	1	1	3	12
4892	43.002	122	12	100	7	182	100
4893	60.001	1	8	1	7	3	77
4894	2.001	1	100	100	7	3	2
4895	19.001	533	13	1	7	3	100
4896	3.003	122	8	1	7	3	6
4897	14.001	39	14	100	7	100	100
4898	72.002	1	11	1	7	3	100
4899	10.013	1	8	1	1	3	100
4900	2.002	532	1	100	7	4	100
4901	196.001	437	11	1	23	10	100
4902	72.001	1	11	1	7	3	100
4903	60.001	22	8	1	34	93	100
4904	60.001	19	9	1	34	93	100
4905	60.001	1	8	1	34	93	100
4906	60.001	1	11	1	7	53	100
4907	2.001	40	100	1	7	3	100
4908	253.001	1	3	100	7	3	100
4909	2.002	54	1	100	7	22	100
4910	10.001	25	1	1	2	5	100
4911	14.002	130	1	100	100	7	100
4912	5.011	1	8	1	7	3	1
4913	34.007	40	11	100	7	4	2
4914	60.001	1	9	1	7	53	100
4915	60.001	531	8	1	7	3	100
4916	1.001	10	4	1	100	2	100
4917	1.001	10	5	1	100	2	100
4918	1.001	10	6	1	100	2	100
4919	1.001	10	14	1	100	2	100
4920	1.001	10	100	100	100	100	100
4921	1.001	18	4	1	100	2	100
4922	1.002	18	100	100	100	2	100
4923	2.002	5	1	1	100	2	100
4924	2.002	5	4	100	100	2	100
4925	2.002	5	8	1	100	2	100
4926	2.002	5	14	100	100	2	100
4927	2.002	5	100	100	100	2	100
4928	2.002	18	1	100	100	2	100
4929	2.002	18	8	1	100	2	100
4930	2.002	19	4	100	100	2	100
4931	14.001	49	13	1	7	183	100
4932	14.001	40	1	1	7	3	100
4933	254.001	39	3	100	100	100	100
4934	5.002	122	3	1	7	3	1
4935	1.001	552	4	1	100	2	100
4936	2.002	5	8	100	100	2	100
4937	2.002	19	8	1	100	2	100
4938	2.006	18	14	100	100	7	100
4939	2.002	552	8	100	100	2	100
4940	19.001	275	100	100	100	1	100
4941	2.002	19	100	1	100	2	100
4942	2.002	25	14	1	100	2	100
4943	2.002	25	100	1	100	2	100
4944	22.001	18	1	100	100	1	100
4945	22.001	10	1	100	100	1	100
4946	22.001	18	4	100	100	2	100
4947	22.001	25	100	100	100	2	61
4948	22.001	18	14	100	100	1	100
4949	22.001	54	14	100	100	1	100
4950	22.001	18	100	100	100	1	100
4951	22.001	552	4	1	100	2	100
4952	22.001	552	5	1	100	2	100
4953	22.001	552	14	1	100	2	100
4954	22.003	54	100	100	100	2	100
4955	22.001	18	5	1	100	2	100
4956	22.001	88	4	1	100	1	100
4957	19.001	19	6	100	100	1	100
4958	19.001	10	4	100	100	1	100
4959	22.001	5	100	100	100	2	100
4960	19.001	18	100	100	100	1	100
4961	15.003	10	100	100	100	2	100
4962	2.002	552	1	1	100	2	100
4963	22.001	18	4	1	100	2	100
4964	100.001	5	1	100	100	2	100
4965	2.002	54	8	1	100	2	100
4966	100.001	18	1	100	100	1	100
4967	100.001	552	14	100	100	1	100
4968	100.006	48	14	100	100	7	100
4969	100.001	552	14	100	6	184	100
4970	100.017	18	14	100	100	1	100
4971	100.017	54	100	100	100	2	100
4972	100.017	552	14	100	100	1	100
4973	100.016	89	100	100	100	100	100
4974	19.02	18	13	1	100	2	100
4975	5.002	122	1	1	47	100	100
4976	5.002	122	3	100	7	3	100
4977	14.001	39	3	100	100	3	100
4978	43.008	122	1	100	7	6	100
4979	166.001	40	14	100	7	26	100
4980	34.007	305	1	100	7	4	100
4981	14.001	512	100	100	7	7	100
4982	3.003	39	100	100	7	100	100
4983	34.001	11	100	1	7	15	100
4984	13.001	1	100	1	7	3	100
4985	255.001	5	14	100	100	2	100
4986	2.001	9	11	100	7	3	100
4987	2.002	10	13	1	100	7	100
4988	2.001	1	13	1	1	52	100
4989	2.001	22	4	1	1	52	100
4990	2.002	19	8	1	7	23	100
4991	2.002	19	8	1	7	39	1
4992	2.002	40	17	1	7	3	100
4993	3.001	1	13	1	7	3	100
4994	5.002	1	4	1	7	3	1
4995	5.002	1	8	1	1	22	100
4996	5.002	1	9	1	7	24	100
4997	5.002	19	4	1	7	3	100
4998	5.002	19	13	1	7	3	100
4999	5.002	22	4	1	7	3	100
5000	5.002	36	48	1	7	22	100
5001	5.015	36	8	1	2	24	100
5002	9.001	192	8	1	7	40	100
5003	10.001	1	12	1	2	5	100
5004	10.001	1	12	1	7	3	100
5005	10.001	1	12	1	7	5	100
5006	10.001	1	13	1	7	5	100
5007	10.001	1	19	1	7	3	100
5008	10.001	1	37	1	7	3	100
5009	10.001	36	8	1	2	5	100
5010	10.003	1	8	1	7	47	100
5011	10.003	1	12	1	56	47	100
5012	10.003	16	8	1	7	47	100
5013	10.003	16	10	1	1	10	100
5014	10.003	22	4	1	34	52	100
5015	10.003	524	8	1	7	21	100
5016	12.001	1	8	1	7	24	100
5017	12.001	22	4	1	34	93	2
5018	12.001	22	8	1	1	93	100
5019	12.001	22	8	1	34	53	100
5020	12.001	22	8	1	34	167	100
5021	12.001	22	8	1	34	169	100
5022	12.001	22	9	1	34	93	100
5023	12.001	22	11	1	34	93	100
5024	12.001	22	14	1	34	93	100
5025	12.001	22	23	1	34	93	100
5026	12.001	22	100	1	34	93	100
5027	12.001	36	8	1	7	24	100
5028	13.001	1	4	1	1	22	100
5029	13.001	1	12	1	1	3	100
5030	13.001	1	13	1	7	3	100
5031	13.001	1	63	1	15	39	100
5032	13.001	1	71	1	7	35	100
5033	13.001	22	8	1	1	22	100
5034	13.001	22	12	1	1	9	100
5035	13.001	22	12	1	34	93	100
5036	13.001	36	8	1	7	53	100
5037	13.001	172	31	1	7	9	100
5038	13.002	1	8	1	7	104	100
5039	13.002	1	8	1	34	3	100
5040	13.002	1	9	1	7	3	100
5041	13.002	1	10	1	7	3	100
5042	13.002	1	11	1	55	3	100
5043	13.002	1	37	1	7	3	100
5044	13.002	1	48	1	21	3	100
5045	13.002	19	11	1	7	3	100
5046	13.009	19	11	1	1	9	100
5047	17.001	1	19	1	1	3	100
5048	18.001	1	8	1	21	24	100
5049	18.001	1	13	1	7	80	100
5050	18.001	16	12	1	7	21	100
5051	18.001	19	4	1	7	3	100
5052	18.001	19	8	1	7	22	100
5053	18.001	19	13	1	7	168	100
5054	18.001	36	1	1	2	24	100
5055	18.001	36	4	1	2	24	100
5056	18.001	36	8	1	45	24	100
5057	18.001	36	14	1	2	24	100
5058	18.001	307	3	1	1	3	100
5059	18.005	36	12	1	7	24	100
5060	21.001	1	8	1	34	3	100
5061	21.001	19	14	1	7	3	100
5062	22.001	1	4	1	1	3	100
5063	27.003	22	11	1	1	52	100
5064	34.007	1	10	100	7	170	100
5065	34.007	40	4	100	7	4	100
5066	34.007	40	8	100	7	4	100
5067	34.007	40	12	100	7	4	100
5068	34.007	40	13	100	38	45	100
5069	34.007	40	17	100	7	4	100
5070	34.007	40	19	100	7	3	100
5071	34.007	40	26	100	7	4	100
5072	34.007	40	67	100	7	34	100
5073	34.007	40	100	100	7	25	100
5074	34.012	40	11	100	7	4	100
5075	34.019	1	100	1	7	3	100
5076	43.001	1	13	1	21	122	100
5077	43.001	16	13	1	7	6	100
5078	43.002	1	11	1	7	3	100
5079	43.002	1	19	1	7	3	100
5080	43.002	1	31	1	7	25	1
5081	43.002	1	100	1	1	22	100
5082	43.002	19	4	1	7	3	100
5083	43.004	1	8	1	1	22	100
5084	43.004	1	11	1	7	22	100
5085	43.004	1	12	1	1	80	100
5086	43.004	1	12	1	7	22	100
5087	43.007	1	11	1	7	3	100
5088	60.001	1	12	1	21	3	100
5089	67.003	1	11	100	7	3	100
5090	103.001	1	8	1	1	165	100
5091	103.001	1	8	1	1	166	100
5092	103.001	1	10	1	1	3	100
5093	103.001	1	12	1	1	3	100
5094	120.001	1	19	1	7	3	100
5095	120.001	22	8	1	34	93	100
5096	166.001	40	11	100	7	4	100
5097	195.001	1	4	1	2	5	100
5098	206.001	1	12	1	7	5	100
5099	208.001	1	12	1	7	3	100
5100	209.001	1	12	1	1	24	100
5101	210.001	19	8	1	7	3	100
5102	211.001	22	4	1	34	93	100
5103	213.001	1	8	1	1	121	100
5104	214.001	40	11	100	7	4	100
5107	5.002	305	14	1	7	3	100
5106	12.007	1	1	100	7	3	100
5108	2.001	1	4	1	100	2	100
5109	2.001	39	1	100	61	100	1
5110	2.002	89	3	100	7	26	100
5112	2.002	124	100	1	7	4	6
5113	69.001	54	4	100	7	20	100
5114	69.001	54	19	100	1	9	100
5115	69.001	54	1	100	1	3	100
5116	2.001	1	8	1	5	100	100
5117	13.001	1	8	1	1	177	100
5119	21.001	1	8	1	1	3	100
5120	43.002	19	37	1	7	3	100
5121	13.002	16	13	1	7	3	100
5122	247.001	1	12	1	1	3	100
5123	5.002	534	8	1	7	3	100
5124	103.001	1	8	1	7	3	100
5125	13.002	1	100	1	7	3	100
5126	21.001	19	9	1	7	3	100
5127	5.019	1	8	1	7	3	100
5128	13.001	1	71	1	7	22	100
5129	13.011	19	13	1	1	9	100
5130	18.001	33	4	1	7	3	100
5131	103.002	1	4	1	7	3	100
5132	21.001	19	8	1	7	52	2
5133	85.001	1	8	1	7	15	2
5134	43.002	1	4	1	7	15	100
5135	43.002	19	26	1	7	3	100
5136	2.002	16	8	1	23	3	100
5137	14.001	1	8	1	7	3	100
5138	248.001	1	8	1	7	15	2
5139	13.001	1	48	1	7	3	100
5140	21.001	113	11	1	7	3	100
5141	2.002	540	100	100	1	34	100
5142	245.001	1	12	1	7	3	100
5143	5.014	1	13	1	7	3	100
5144	2.002	19	17	1	7	3	100
5145	10.014	33	8	1	2	5	100
5146	43.002	1	11	1	1	3	100
5147	18.001	453	12	1	7	3	100
5148	13.003	25	13	1	2	10	100
5149	103.001	1	21	1	1	3	100
5150	43.002	19	37	1	7	3	1
5151	103.001	1	24	1	1	3	100
5152	2.042	1	8	1	7	3	100
5153	12.001	22	8	1	34	100	100
5154	5.002	1	13	1	7	18	100
5155	168.002	524	8	1	7	21	100
5156	13.001	542	8	1	34	93	100
5157	13.001	1	71	1	1	3	100
5158	21.001	19	11	1	23	23	100
5159	34.007	40	11	100	7	3	100
5160	239.001	25	8	1	2	10	100
5161	34.007	40	8	100	7	25	100
5162	34.007	1	13	1	7	3	100
5163	34.007	1	12	1	7	3	100
5164	13.001	1	8	1	7	53	100
5165	34.007	40	100	1	34	3	100
5166	17.001	1	13	1	1	3	100
5167	77.001	1	8	1	7	15	2
5168	10.001	33	4	1	62	5	100
5169	10.003	19	8	1	7	185	100
5170	43.001	1	4	1	7	186	100
5171	43.001	1	4	1	7	187	100
5172	43.001	1	11	1	1	52	78
5173	17.001	1	9	1	7	3	100
5174	18.001	553	12	1	7	23	100
5175	10.001	36	11	1	2	5	100
5176	14.001	40	100	1	7	3	100
5177	2.001	39	3	100	7	100	100
5178	2.001	39	100	100	100	100	1
5179	243.001	39	100	100	1	90	1
5180	228.001	39	1	100	1	90	1
5181	2.001	39	100	100	53	100	100
5182	9.001	9	1	100	7	100	100
5183	14.001	1	1	1	7	2	100
5184	67.003	58	1	1	7	3	100
5185	5.002	163	11	1	1	3	100
5186	34.019	1	26	1	7	3	100
5187	43.002	89	100	100	7	6	100
5188	2.001	122	1	1	7	2	100
5189	2.001	1	100	1	7	4	100
5190	34.007	1	100	100	7	4	100
5191	14.001	10	14	100	1	4	100
5192	2.001	10	14	100	100	2	100
5193	14.001	10	14	100	7	1	100
5194	14.001	10	100	1	1	20	100
5195	2.001	10	19	100	7	20	100
5196	2.002	54	3	100	100	2	100
5197	19.001	54	3	1	7	26	100
5198	14.001	10	19	100	32	4	100
5199	22.001	69	19	100	7	26	100
5200	22.001	10	3	100	100	2	100
5201	2.001	101	100	1	100	1	100
5202	14.001	54	14	1	100	15	100
5203	19.001	18	19	1	7	20	100
5204	14.001	10	100	100	100	100	100
5205	19.001	18	3	1	7	15	100
5206	9.001	69	3	1	1	22	100
5207	2.001	10	19	1	7	20	100
5208	2.001	10	100	1	100	1	100
5209	19.001	18	100	1	7	2	100
5210	19.001	10	3	1	7	55	100
5211	2.002	10	14	1	1	89	100
5212	2.002	69	100	100	7	4	100
5213	2.002	10	14	1	1	4	100
5214	2.008	54	3	1	100	2	100
5215	1.001	54	19	100	100	7	100
5216	14.001	10	13	100	32	4	100
5217	14.001	10	19	100	1	4	100
5218	2.001	10	19	100	100	100	100
5219	2.001	9	13	100	7	3	100
5220	19.001	38	3	1	7	55	100
5221	2.001	40	100	100	7	3	100
5118	2.001	1	74	100	7	3	100
5222	2.001	361	3	100	100	2	100
5223	19.001	38	8	1	7	1	100
5224	19.001	38	4	1	7	3	100
5225	14.001	29	1	100	100	3	100
5226	14.001	105	3	100	14	2	100
5227	19.001	25	12	1	21	43	100
5228	19.001	47	3	1	100	17	100
5229	14.001	54	3	1	7	7	100
5230	19.001	135	13	1	7	15	100
5231	2.002	29	1	100	100	7	100
5232	19.001	16	1	100	7	15	100
5233	19.001	16	1	1	7	15	100
5234	14.001	365	1	100	100	7	2
5235	103.002	25	14	100	7	43	100
5236	14.001	54	100	100	100	7	100
5237	2.014	10	13	100	100	20	100
5238	2.002	115	100	100	1	22	1
5239	19.001	38	12	1	7	6	100
5240	19.001	48	100	1	100	20	100
5241	1.001	1	1	2	1	1	1
5242	14.001	568	13	100	1	4	2
5243	60.001	1	8	1	21	3	100
5244	2.001	10	100	100	6	4	100
5245	2.002	378	14	100	100	2	100
5246	153.001	10	13	100	1	4	100
5247	60.001	16	13	1	21	6	100
5248	60.001	36	37	1	2	24	100
5249	2.064	69	100	100	100	2	100
5250	2.065	40	3	100	7	4	100
5251	9.001	503	100	1	1	49	100
5252	5.002	1	1	1	100	2	100
5253	14.001	18	3	100	7	188	100
5254	2.001	10	13	100	100	17	100
5255	14.001	512	3	100	7	7	100
5256	2.002	38	100	100	7	3	100
5257	19.001	10	3	100	7	17	100
5258	43.002	40	11	100	7	6	100
5259	103.002	47	3	1	7	17	100
5260	103.002	24	3	1	7	15	100
5261	9.001	346	14	1	1	20	100
5262	14.001	512	3	100	7	3	100
5263	2.002	40	13	1	7	3	100
5264	5.021	39	3	1	7	3	100
5265	258.001	39	11	100	100	100	100
5266	259.001	142	100	100	100	2	100
5267	2.066	1	1	1	100	2	100
5268	2.067	10	100	100	100	2	100
5269	5.002	569	8	1	7	3	6
5270	2.001	570	54	100	100	100	100
5271	1.001	571	100	100	100	1	100
5272	14.001	572	3	100	100	2	100
5273	5.002	573	1	1	7	3	100
5274	2.001	574	11	100	100	100	100
5275	2.002	575	3	1	7	3	100
5276	2.008	576	3	1	2	71	6
5277	93.001	577	3	100	100	100	100
5278	22.001	578	100	100	100	7	100
5279	68.001	579	100	100	1	2	100
5280	1.005	5	100	100	100	1	79
5281	153.001	18	14	100	22	1	80
5282	123.001	69	13	100	1	26	100
5283	44.001	16	1	100	1	10	100
5284	5.002	9	1	1	7	3	100
5285	34.007	40	14	100	7	4	100
5286	9.001	1	3	1	1	3	100
5287	2.045	368	13	100	100	100	100
5288	2.001	9	100	100	100	1	100
5289	2.001	222	4	1	7	3	100
5290	2.002	40	100	100	7	162	100
5291	43.002	130	100	100	7	6	100
5292	2.001	39	3	100	7	3	100
5293	2.001	39	11	1	7	4	100
5294	93.001	259	100	100	100	100	100
5295	43.008	54	1	100	7	6	100
5296	5.002	40	100	100	7	3	100
5297	5.002	122	3	1	7	3	5
5298	9.009	39	3	100	100	100	100
5299	5.002	222	1	1	47	3	100
5300	5.002	39	3	100	7	3	100
5301	166.001	40	3	100	7	4	100
5302	9.001	25	1	1	100	2	6
5303	2.001	40	8	1	7	3	100
5304	5.002	161	1	1	7	3	100
5305	93.001	25	1	100	100	100	100
5306	5.002	122	100	100	7	6	100
5307	43.002	122	1	100	100	6	100
5308	13.001	19	8	100	1	9	100
5309	19.001	64	8	1	7	43	100
5310	93.001	25	100	100	100	100	100
5311	5.002	161	100	100	100	2	100
5312	15.001	62	100	100	100	7	100
5313	2.001	54	1	100	100	2	100
5314	5.002	40	64	1	7	3	100
5315	43.002	40	64	1	7	3	100
5316	34.007	305	13	100	7	4	100
